"","X","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","event.notes","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","notes","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter"
"87",87,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
"88",88,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
"89",89,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
"90",90,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
"91",91,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
"92",92,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"93",93,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",95,"TL",NA,NA,NA,NA,0,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"94",94,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",95,"TL",NA,NA,NA,NA,0,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
"95",95,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",95,"TL",NA,NA,NA,NA,0,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
"96",96,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
"97",97,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",NA,NA,NA,NA,0,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
"98",98,2003,"2003-09-11","SS0301",3,20030101081,"CAN","S","S",0,"56.5-163",2,"Bering Sea","SEBS",56.4827,-162.9917,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",92,"TL",7,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"99",99,2003,"2003-09-12","SS0301",3,20030101085,"CAN","S","S",0,"57.5-163",1,"Bering Sea","SEBS",57.4803,-162.9982,NA,164711,"Pacific Cod","Gadus macrocephalus","A1+",NA,"U",275,"TL",191,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"100",100,2003,"2003-09-27","SS0301",3,20030101120,"CAN","S","S",0,"59-167",1,"Bering Sea","SEBS",59.0052,-167.0313,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",125,"TL",16,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"101",101,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"102",102,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",40,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"103",103,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"104",104,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"105",105,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"106",106,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"107",107,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"108",108,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"109",109,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"110",110,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"111",111,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"112",112,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"113",113,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",50,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"114",114,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"115",115,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"116",116,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"117",117,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"118",118,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"TL",NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"119",119,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"120",120,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"121",121,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"122",122,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"123",123,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"124",124,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"125",125,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"126",126,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"127",127,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"128",128,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"129",129,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"130",130,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"131",131,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"132",132,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"133",133,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"134",134,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"135",135,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"136",136,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"137",137,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"138",138,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"139",139,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"140",140,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"141",141,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"142",142,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
"143",143,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
"144",144,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"145",145,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"146",146,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
"147",147,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
"148",148,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
"149",149,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
"150",150,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
"151",151,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
"152",152,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"153",153,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
"154",154,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
"155",155,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
"156",156,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"157",157,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
"158",158,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
"159",159,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
"160",160,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
"161",161,2004,"2004-09-02","SS0401",3,20040101062,"CAN","S","S",0,"57-168",2,"Bering Sea","SEBS",57.0118,-168.0072,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
"162",162,2004,"2004-09-02","SS0401",3,20040101063,"CAN","S","S",0,"57.5-168",2,"Bering Sea","SEBS",57.5213,-168.0042,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",4,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"163",163,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"164",164,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"165",165,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"166",166,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"167",167,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"168",168,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"169",169,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"170",170,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"171",171,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"172",172,2004,"2004-09-02","SS0401",3,20040101064,"CAN","S","S",0,"58-168",2,"Bering Sea","SEBS",58.027,-168.0005,"stopped to take CTD within coccolithophore bloom",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
